instance_id,date_created,status
125,2019-02-11,sold
126,2019-02-11,sold
127,2019-02-12,sold
128,2019-02-12,sold
129,2019-02-12,sold
130,2019-02-13,sold
131,2019-02-13,sold
132,2019-02-13,sold
133,2019-02-14,sold
134,2019-02-14,sold
135,2019-02-14,sold
136,2019-02-15,sold
137,2019-02-15,sold
138,2019-02-15,sold
139,2019-02-16,sold
140,2019-02-16,sold
141,2019-02-16,sold
142,2019-02-17,sold
143,2019-02-17,sold
144,2019-02-17,sold
145,2019-02-18,sold
146,2019-02-18,sold
147,2019-02-18,sold
148,2019-02-19,sold
149,2019-02-19,sold
150,2019-02-19,sold
151,2019-02-20,sold
152,2019-02-20,sold
153,2019-02-20,sold
154,2019-02-21,sold
155,2019-02-21,sold
156,2019-02-21,sold
157,2019-02-22,sold
158,2019-02-22,sold
159,2019-02-22,sold
160,2019-02-23,sold
161,2019-02-23,sold
162,2019-02-23,sold
163,2019-02-24,sold
164,2019-02-24,sold
165,2019-02-24,sold
166,2019-02-25,sold
167,2019-02-25,sold
168,2019-02-25,sold
169,2019-02-26,sold
170,2019-02-26,sold
171,2019-02-26,sold
172,2019-02-27,sold
173,2019-02-27,sold
174,2019-02-27,sold
175,2019-02-28,sold
176,2019-02-28,sold
177,2019-02-28,sold
178,2019-03-01,sold
179,2019-03-01,sold
180,2019-03-01,sold
181,2019-03-02,sold
182,2019-03-02,sold
183,2019-03-02,sold
184,2019-03-03,sold
185,2019-03-03,sold
186,2019-03-03,sold
187,2019-03-04,sold
188,2019-03-04,sold
189,2019-03-04,sold
190,2019-03-05,sold
191,2019-03-05,sold
192,2019-03-05,sold
193,2019-03-06,sold
194,2019-03-06,sold
195,2019-03-06,sold
196,2019-03-07,sold
197,2019-03-07,sold
198,2019-03-07,sold
199,2019-03-08,sold
200,2019-03-08,sold
201,2019-03-08,sold
202,2019-03-09,sold
203,2019-03-09,sold
204,2019-03-09,sold
205,2019-03-10,sold
206,2019-03-10,sold
207,2019-03-10,sold
208,2019-03-11,sold
209,2019-03-11,sold
210,2019-03-11,sold
211,2019-03-12,sold
212,2019-03-12,sold
213,2019-03-12,sold
214,2019-03-13,sold
215,2019-03-13,sold
216,2019-03-13,sold
217,2019-03-14,sold
218,2019-03-14,sold
219,2019-03-14,sold
220,2019-03-15,sold
221,2019-03-15,sold
222,2019-03-15,sold
223,2019-03-16,sold
224,2019-03-16,sold
225,2019-03-16,sold
226,2019-03-17,sold
227,2019-03-17,sold
228,2019-03-17,sold
229,2019-03-18,sold
230,2019-03-18,sold
231,2019-03-18,sold
232,2019-03-19,sold
233,2019-03-19,sold
234,2019-03-19,sold
235,2019-03-20,sold
236,2019-03-20,sold
237,2019-03-20,sold
238,2019-03-21,sold
239,2019-03-21,sold
240,2019-03-21,sold
241,2019-03-22,sold
242,2019-03-22,sold
243,2019-03-22,sold
244,2019-03-23,sold
245,2019-03-23,sold
246,2019-03-23,sold
247,2019-03-24,sold
248,2019-03-24,sold
249,2019-03-24,defective
250,2019-03-25,sold
251,2019-03-25,sold
252,2019-03-25,sold
253,2019-03-26,sold
254,2019-03-26,sold
255,2019-03-26,sold
256,2019-03-27,sold
257,2019-03-27,sold
258,2019-03-27,sold
259,2019-03-28,sold
260,2019-03-28,sold
261,2019-03-28,sold
262,2019-03-29,sold
263,2019-03-29,sold
264,2019-03-29,sold
265,2019-03-30,sold
266,2019-03-30,sold
267,2019-03-30,sold
268,2019-03-31,sold
269,2019-03-31,sold
270,2019-03-31,sold
271,2019-04-01,sold
272,2019-04-01,sold
273,2019-04-01,sold
274,2019-04-02,sold
275,2019-04-02,sold
276,2019-04-02,sold
277,2019-04-03,sold
278,2019-04-03,sold
279,2019-04-03,sold
280,2019-04-04,sold
281,2019-04-04,sold
282,2019-04-04,sold
283,2019-04-05,sold
284,2019-04-05,sold
285,2019-04-05,sold
286,2019-04-06,sold
287,2019-04-06,sold
288,2019-04-06,sold
289,2019-04-07,sold
290,2019-04-07,sold
291,2019-04-07,sold
292,2019-04-08,sold
293,2019-04-08,sold
294,2019-04-08,sold
295,2019-04-09,sold
296,2019-04-09,sold
297,2019-04-09,sold
298,2019-04-10,sold
299,2019-04-10,sold
300,2019-04-10,sold
301,2019-04-11,sold
302,2019-04-11,sold
303,2019-04-11,sold
304,2019-04-12,sold
305,2019-04-12,sold
306,2019-04-12,sold
307,2019-04-13,sold
308,2019-04-13,sold
309,2019-04-13,sold
310,2019-04-14,sold
311,2019-04-14,sold
312,2019-04-14,sold
313,2019-04-15,sold
314,2019-04-15,sold
315,2019-04-15,sold
316,2019-04-16,sold
317,2019-04-16,sold
318,2019-04-16,sold
319,2019-04-17,sold
320,2019-04-17,sold
321,2019-04-17,sold
322,2019-04-18,sold
323,2019-04-18,sold
324,2019-04-18,sold
325,2019-04-19,sold
326,2019-04-19,sold
327,2019-04-19,sold
328,2019-04-20,sold
329,2019-04-20,sold
330,2019-04-20,sold
331,2019-04-21,sold
332,2019-04-21,sold
333,2019-04-21,sold
334,2019-04-22,sold
335,2019-04-22,sold
336,2019-04-22,sold
337,2019-04-23,sold
338,2019-04-23,sold
339,2019-04-23,sold
340,2019-04-24,sold
341,2019-04-24,sold
342,2019-04-24,sold
343,2019-04-25,sold
344,2019-04-25,sold
345,2019-04-25,sold
346,2019-04-26,sold
347,2019-04-26,sold
348,2019-04-26,sold
349,2019-04-27,sold
350,2019-04-27,sold
351,2019-04-27,sold
352,2019-04-28,sold
353,2019-04-28,sold
354,2019-04-28,sold
355,2019-04-29,defective
356,2019-04-29,sold
357,2019-04-29,sold
358,2019-04-30,sold
359,2019-04-30,sold
360,2019-04-30,sold
361,2019-05-01,sold
362,2019-05-01,sold
363,2019-05-01,sold
364,2019-05-02,sold
365,2019-05-02,sold
366,2019-05-02,sold
367,2019-05-03,sold
368,2019-05-03,sold
369,2019-05-03,sold
370,2019-05-04,sold
371,2019-05-04,sold
372,2019-05-04,sold
373,2019-05-05,sold
374,2019-05-05,sold
375,2019-05-05,sold
376,2019-05-06,sold
377,2019-05-06,sold
378,2019-05-06,sold
379,2019-05-07,sold
380,2019-05-07,sold
381,2019-05-07,sold
382,2019-05-08,sold
383,2019-05-08,sold
384,2019-05-08,sold
385,2019-05-09,sold
386,2019-05-09,sold
387,2019-05-09,sold
388,2019-05-10,sold
389,2019-05-10,sold
390,2019-05-10,sold
391,2019-05-11,sold
392,2019-05-11,sold
393,2019-05-11,sold
394,2019-05-12,sold
395,2019-05-12,sold
396,2019-05-12,sold
397,2019-05-13,sold
398,2019-05-13,sold
399,2019-05-13,sold
400,2019-05-14,sold
401,2019-05-14,sold
402,2019-05-14,sold
403,2019-05-15,sold
404,2019-05-15,sold
405,2019-05-15,sold
406,2019-05-16,sold
407,2019-05-16,sold
408,2019-05-16,sold
409,2019-05-17,sold
410,2019-05-17,sold
411,2019-05-17,sold
412,2019-05-18,sold
413,2019-05-18,sold
414,2019-05-18,sold
415,2019-05-19,sold
416,2019-05-19,sold
417,2019-05-19,sold
418,2019-05-20,sold
419,2019-05-20,sold
420,2019-05-20,sold
421,2019-05-21,sold
422,2019-05-21,sold
423,2019-05-21,sold
424,2019-05-22,sold
425,2019-05-22,sold
426,2019-05-22,sold
427,2019-05-23,sold
428,2019-05-23,sold
429,2019-05-23,sold
430,2019-05-24,sold
431,2019-05-24,sold
432,2019-05-24,sold
433,2019-05-25,sold
434,2019-05-25,sold
435,2019-05-25,sold
436,2019-05-26,sold
437,2019-05-26,sold
438,2019-05-26,sold
439,2019-05-27,sold
440,2019-05-27,sold
441,2019-05-27,sold
442,2019-05-28,sold
443,2019-05-28,sold
444,2019-05-28,sold
445,2019-05-29,sold
446,2019-05-29,sold
447,2019-05-29,sold
448,2019-05-30,sold
449,2019-05-30,sold
450,2019-05-30,sold
451,2019-05-31,sold
452,2019-05-31,sold
453,2019-05-31,sold
454,2019-06-01,sold
455,2019-06-01,sold
456,2019-06-01,sold
457,2019-06-02,sold
458,2019-06-02,sold
459,2019-06-02,sold
460,2019-06-03,sold
461,2019-06-03,sold
462,2019-06-03,sold
463,2019-06-04,sold
464,2019-06-04,sold
465,2019-06-04,sold
466,2019-06-05,sold
467,2019-06-05,sold
468,2019-06-05,sold
469,2019-06-06,sold
470,2019-06-06,sold
471,2019-06-06,sold
472,2019-06-07,sold
473,2019-06-07,sold
474,2019-06-07,sold
475,2019-06-08,sold
476,2019-06-08,sold
477,2019-06-08,sold
478,2019-06-09,sold
479,2019-06-09,sold
480,2019-06-09,sold
481,2019-06-10,sold
482,2019-06-10,sold
483,2019-06-10,sold
484,2019-06-10,sold
485,2019-06-10,sold
486,2019-06-10,sold
487,2019-06-11,sold
488,2019-06-11,sold
489,2019-06-11,sold
490,2019-06-11,sold
491,2019-06-11,sold
492,2019-06-11,sold
493,2019-06-12,sold
494,2019-06-12,sold
495,2019-06-12,sold
496,2019-06-12,sold
497,2019-06-12,sold
498,2019-06-12,sold
499,2019-06-13,sold
500,2019-06-13,sold
501,2019-06-13,sold
502,2019-06-13,sold
503,2019-06-13,sold
504,2019-06-13,sold
505,2019-06-14,sold
506,2019-06-14,sold
507,2019-06-14,sold
508,2019-06-14,sold
509,2019-06-14,sold
510,2019-06-14,sold
511,2019-06-15,sold
512,2019-06-15,sold
513,2019-06-15,sold
514,2019-06-15,sold
515,2019-06-15,sold
516,2019-06-15,sold
517,2019-06-16,sold
518,2019-06-16,sold
519,2019-06-16,sold
520,2019-06-16,sold
521,2019-06-16,sold
522,2019-06-16,sold
523,2019-06-17,sold
524,2019-06-17,sold
525,2019-06-17,sold
526,2019-06-17,sold
527,2019-06-17,sold
528,2019-06-17,sold
529,2019-06-18,sold
530,2019-06-18,sold
531,2019-06-18,sold
532,2019-06-18,sold
533,2019-06-18,sold
534,2019-06-18,sold
535,2019-06-19,sold
536,2019-06-19,sold
537,2019-06-19,sold
538,2019-06-19,sold
539,2019-06-19,sold
540,2019-06-19,sold
541,2019-06-20,sold
542,2019-06-20,defective
543,2019-06-20,sold
544,2019-06-20,sold
545,2019-06-20,sold
546,2019-06-20,defective
547,2019-06-21,sold
548,2019-06-21,sold
549,2019-06-21,sold
550,2019-06-21,sold
551,2019-06-21,sold
552,2019-06-21,sold
553,2019-06-22,sold
554,2019-06-22,sold
555,2019-06-22,sold
556,2019-06-22,sold
557,2019-06-22,sold
558,2019-06-22,sold
559,2019-06-23,sold
560,2019-06-23,sold
561,2019-06-23,sold
562,2019-06-23,sold
563,2019-06-23,sold
564,2019-06-23,sold
565,2019-06-24,sold
566,2019-06-24,sold
567,2019-06-24,sold
568,2019-06-24,sold
569,2019-06-24,sold
570,2019-06-24,sold
571,2019-06-25,sold
572,2019-06-25,sold
573,2019-06-25,sold
574,2019-06-25,sold
575,2019-06-25,sold
576,2019-06-25,sold
577,2019-06-26,sold
578,2019-06-26,sold
579,2019-06-26,sold
580,2019-06-26,sold
581,2019-06-26,sold
582,2019-06-26,defective
583,2019-06-27,sold
584,2019-06-27,sold
585,2019-06-27,sold
586,2019-06-27,defective
587,2019-06-27,sold
588,2019-06-27,sold
589,2019-06-28,sold
590,2019-06-28,sold
591,2019-06-28,sold
592,2019-06-28,sold
593,2019-06-28,sold
594,2019-06-28,sold
595,2019-06-29,sold
596,2019-06-29,sold
597,2019-06-29,sold
598,2019-06-29,sold
599,2019-06-29,sold
600,2019-06-29,sold
601,2019-06-30,sold
602,2019-06-30,sold
603,2019-06-30,sold
604,2019-06-30,sold
605,2019-06-30,sold
606,2019-06-30,sold
607,2019-07-01,sold
608,2019-07-01,sold
609,2019-07-01,sold
610,2019-07-01,sold
611,2019-07-01,sold
612,2019-07-01,sold
613,2019-07-02,sold
614,2019-07-02,sold
615,2019-07-02,sold
616,2019-07-02,sold
617,2019-07-02,sold
618,2019-07-02,sold
619,2019-07-03,sold
620,2019-07-03,sold
621,2019-07-03,sold
622,2019-07-03,sold
623,2019-07-03,sold
624,2019-07-03,sold
625,2019-07-04,sold
626,2019-07-04,sold
627,2019-07-04,sold
628,2019-07-04,sold
629,2019-07-04,sold
630,2019-07-04,sold
631,2019-07-05,sold
632,2019-07-05,sold
633,2019-07-05,sold
634,2019-07-05,sold
635,2019-07-05,sold
636,2019-07-05,sold
637,2019-07-06,sold
638,2019-07-06,sold
639,2019-07-06,sold
640,2019-07-06,sold
641,2019-07-06,sold
642,2019-07-06,sold
643,2019-07-07,sold
644,2019-07-07,sold
645,2019-07-07,sold
646,2019-07-07,sold
647,2019-07-07,sold
648,2019-07-07,sold
649,2019-07-08,sold
650,2019-07-08,sold
651,2019-07-08,sold
652,2019-07-08,sold
653,2019-07-08,sold
654,2019-07-08,sold
655,2019-07-09,sold
656,2019-07-09,sold
657,2019-07-09,sold
658,2019-07-09,sold
659,2019-07-09,sold
660,2019-07-09,sold
661,2019-07-10,sold
662,2019-07-10,sold
663,2019-07-10,sold
664,2019-07-10,sold
665,2019-07-10,sold
666,2019-07-10,sold
667,2019-07-11,sold
668,2019-07-11,sold
669,2019-07-11,sold
670,2019-07-11,sold
671,2019-07-11,sold
672,2019-07-11,sold
673,2019-07-12,sold
674,2019-07-12,sold
675,2019-07-12,sold
676,2019-07-12,sold
677,2019-07-12,sold
678,2019-07-12,sold
679,2019-07-13,sold
680,2019-07-13,sold
681,2019-07-13,sold
682,2019-07-13,sold
683,2019-07-13,sold
684,2019-07-13,sold
685,2019-07-14,sold
686,2019-07-14,sold
687,2019-07-14,sold
688,2019-07-14,sold
689,2019-07-14,sold
690,2019-07-14,sold
691,2019-07-15,sold
692,2019-07-15,sold
693,2019-07-15,sold
694,2019-07-15,sold
695,2019-07-15,sold
696,2019-07-15,sold
697,2019-07-16,sold
698,2019-07-16,sold
699,2019-07-16,sold
700,2019-07-16,sold
701,2019-07-16,sold
702,2019-07-16,sold
703,2019-07-17,sold
704,2019-07-17,sold
705,2019-07-17,sold
706,2019-07-17,sold
707,2019-07-17,sold
708,2019-07-17,sold
709,2019-07-18,sold
710,2019-07-18,sold
711,2019-07-18,sold
712,2019-07-18,sold
713,2019-07-18,sold
714,2019-07-18,sold
715,2019-07-19,sold
716,2019-07-19,sold
717,2019-07-19,sold
718,2019-07-19,sold
719,2019-07-19,sold
720,2019-07-19,sold
721,2019-07-20,sold
722,2019-07-20,sold
723,2019-07-20,sold
724,2019-07-20,sold
725,2019-07-20,sold
726,2019-07-20,sold
727,2019-07-21,sold
728,2019-07-21,sold
729,2019-07-21,sold
730,2019-07-21,sold
731,2019-07-21,sold
732,2019-07-21,sold
733,2019-07-22,sold
734,2019-07-22,sold
735,2019-07-22,sold
736,2019-07-22,sold
737,2019-07-22,sold
738,2019-07-22,sold
739,2019-07-23,sold
740,2019-07-23,sold
741,2019-07-23,sold
742,2019-07-23,sold
743,2019-07-23,sold
744,2019-07-23,sold
745,2019-07-24,sold
746,2019-07-24,sold
747,2019-07-24,sold
748,2019-07-24,sold
749,2019-07-24,sold
750,2019-07-24,sold
751,2019-07-25,sold
752,2019-07-25,sold
753,2019-07-25,sold
754,2019-07-25,sold
755,2019-07-25,sold
756,2019-07-25,sold
757,2019-07-26,sold
758,2019-07-26,sold
759,2019-07-26,sold
760,2019-07-26,sold
761,2019-07-26,sold
762,2019-07-26,sold
763,2019-07-27,sold
764,2019-07-27,sold
765,2019-07-27,sold
766,2019-07-27,sold
767,2019-07-27,sold
768,2019-07-27,sold
769,2019-07-28,sold
770,2019-07-28,sold
771,2019-07-28,sold
772,2019-07-28,sold
773,2019-07-28,sold
774,2019-07-28,sold
775,2019-07-29,sold
776,2019-07-29,sold
777,2019-07-29,sold
778,2019-07-29,sold
779,2019-07-29,sold
780,2019-07-29,sold
781,2019-07-30,sold
782,2019-07-30,sold
783,2019-07-30,sold
784,2019-07-30,sold
785,2019-07-30,sold
786,2019-07-30,sold
787,2019-07-31,sold
788,2019-07-31,sold
789,2019-07-31,sold
790,2019-07-31,sold
791,2019-07-31,sold
792,2019-07-31,sold
793,2019-08-01,sold
794,2019-08-01,sold
795,2019-08-01,sold
796,2019-08-01,sold
797,2019-08-01,sold
798,2019-08-01,sold
799,2019-08-02,sold
800,2019-08-02,sold
801,2019-08-02,sold
802,2019-08-02,sold
803,2019-08-02,sold
804,2019-08-02,sold
805,2019-08-03,sold
806,2019-08-03,defective
807,2019-08-03,sold
808,2019-08-03,sold
809,2019-08-03,sold
810,2019-08-03,sold
811,2019-08-04,sold
812,2019-08-04,sold
813,2019-08-04,sold
814,2019-08-04,sold
815,2019-08-04,sold
816,2019-08-04,sold
817,2019-08-05,sold
818,2019-08-05,sold
819,2019-08-05,sold
820,2019-08-05,sold
821,2019-08-05,sold
822,2019-08-05,sold
823,2019-08-06,sold
824,2019-08-06,sold
825,2019-08-06,sold
826,2019-08-06,sold
827,2019-08-06,sold
828,2019-08-06,sold
829,2019-08-07,sold
830,2019-08-07,sold
831,2019-08-07,sold
832,2019-08-07,sold
833,2019-08-07,sold
834,2019-08-07,sold
835,2019-08-08,sold
836,2019-08-08,sold
837,2019-08-08,sold
838,2019-08-08,sold
839,2019-08-08,sold
840,2019-08-08,sold
841,2019-08-09,sold
842,2019-08-09,sold
843,2019-08-09,sold
844,2019-08-09,sold
845,2019-08-09,sold
846,2019-08-09,sold
847,2019-08-10,sold
848,2019-08-10,sold
849,2019-08-10,sold
850,2019-08-10,sold
851,2019-08-10,sold
852,2019-08-10,sold
853,2019-08-11,sold
854,2019-08-11,sold
855,2019-08-11,sold
856,2019-08-11,sold
857,2019-08-11,sold
858,2019-08-11,sold
859,2019-08-12,sold
860,2019-08-12,sold
861,2019-08-12,sold
862,2019-08-12,sold
863,2019-08-12,sold
864,2019-08-12,defective
865,2019-08-13,sold
866,2019-08-13,sold
867,2019-08-13,sold
868,2019-08-13,sold
869,2019-08-13,sold
870,2019-08-13,sold
871,2019-08-14,sold
872,2019-08-14,sold
873,2019-08-14,sold
874,2019-08-14,sold
875,2019-08-14,sold
876,2019-08-14,sold
877,2019-08-15,sold
878,2019-08-15,sold
879,2019-08-15,sold
880,2019-08-15,sold
881,2019-08-15,sold
882,2019-08-15,sold
883,2019-08-16,sold
884,2019-08-16,sold
885,2019-08-16,sold
886,2019-08-16,sold
887,2019-08-16,sold
888,2019-08-16,sold
889,2019-08-17,sold
890,2019-08-17,sold
891,2019-08-17,sold
892,2019-08-17,sold
893,2019-08-17,sold
894,2019-08-17,sold
895,2019-08-18,sold
896,2019-08-18,sold
897,2019-08-18,sold
898,2019-08-18,sold
899,2019-08-18,sold
900,2019-08-18,sold
901,2019-08-19,sold
902,2019-08-19,sold
903,2019-08-19,sold
904,2019-08-19,sold
905,2019-08-19,sold
906,2019-08-19,sold
907,2019-08-20,sold
908,2019-08-20,sold
909,2019-08-20,sold
910,2019-08-20,sold
911,2019-08-20,sold
912,2019-08-20,sold
913,2019-08-21,sold
914,2019-08-21,sold
915,2019-08-21,sold
916,2019-08-21,sold
917,2019-08-21,sold
918,2019-08-21,sold
919,2019-08-22,sold
920,2019-08-22,sold
921,2019-08-22,sold
922,2019-08-22,sold
923,2019-08-22,sold
924,2019-08-22,sold
925,2019-08-23,sold
926,2019-08-23,defective
927,2019-08-23,sold
928,2019-08-23,sold
929,2019-08-23,sold
930,2019-08-23,sold
931,2019-08-24,sold
932,2019-08-24,sold
933,2019-08-24,sold
934,2019-08-24,sold
935,2019-08-24,sold
936,2019-08-24,sold
937,2019-08-25,sold
938,2019-08-25,sold
939,2019-08-25,sold
940,2019-08-25,sold
941,2019-08-25,sold
942,2019-08-25,sold
943,2019-08-26,sold
944,2019-08-26,sold
945,2019-08-26,sold
946,2019-08-26,sold
947,2019-08-26,sold
948,2019-08-26,sold
949,2019-08-27,sold
950,2019-08-27,sold
951,2019-08-27,sold
952,2019-08-27,sold
953,2019-08-27,sold
954,2019-08-27,sold
955,2019-08-28,sold
956,2019-08-28,sold
957,2019-08-28,sold
958,2019-08-28,sold
959,2019-08-28,sold
960,2019-08-28,sold
961,2019-08-29,sold
962,2019-08-29,sold
963,2019-08-29,sold
964,2019-08-29,sold
965,2019-08-29,sold
966,2019-08-29,sold
967,2019-08-30,sold
968,2019-08-30,sold
969,2019-08-30,sold
970,2019-08-30,sold
971,2019-08-30,sold
972,2019-08-30,sold
973,2019-08-31,sold
974,2019-08-31,sold
975,2019-08-31,sold
976,2019-08-31,sold
977,2019-08-31,sold
978,2019-08-31,sold
979,2019-09-01,sold
980,2019-09-01,sold
981,2019-09-01,sold
982,2019-09-01,sold
983,2019-09-01,sold
984,2019-09-01,sold
985,2019-09-02,sold
986,2019-09-02,sold
987,2019-09-02,sold
988,2019-09-02,sold
989,2019-09-02,sold
990,2019-09-02,sold
991,2019-09-03,sold
992,2019-09-03,sold
993,2019-09-03,sold
994,2019-09-03,sold
995,2019-09-03,sold
996,2019-09-03,sold
997,2019-09-04,sold
998,2019-09-04,sold
999,2019-09-04,sold
1000,2019-09-04,sold
1001,2019-09-04,sold
1002,2019-09-04,sold
1003,2019-09-05,sold
1004,2019-09-05,sold
1005,2019-09-05,sold
1006,2019-09-05,sold
1007,2019-09-05,sold
1008,2019-09-05,sold
1009,2019-09-05,sold
1010,2019-09-05,sold
1011,2019-09-05,sold
1012,2019-09-06,sold
1013,2019-09-06,sold
1014,2019-09-06,sold
1015,2019-09-06,sold
1016,2019-09-06,sold
1017,2019-09-06,sold
1018,2019-09-06,sold
1019,2019-09-06,sold
1020,2019-09-06,sold
1021,2019-09-07,sold
1022,2019-09-07,sold
1023,2019-09-07,sold
1024,2019-09-07,sold
1025,2019-09-07,sold
1026,2019-09-07,sold
1027,2019-09-07,sold
1028,2019-09-07,sold
1029,2019-09-07,sold
1030,2019-09-08,sold
1031,2019-09-08,sold
1032,2019-09-08,sold
1033,2019-09-08,sold
1034,2019-09-08,sold
1035,2019-09-08,sold
1036,2019-09-08,sold
1037,2019-09-08,sold
1038,2019-09-08,sold
1039,2019-09-09,sold
1040,2019-09-09,sold
1041,2019-09-09,sold
1042,2019-09-09,sold
1043,2019-09-09,sold
1044,2019-09-09,sold
1045,2019-09-09,sold
1046,2019-09-09,sold
1047,2019-09-09,sold
1048,2019-09-10,sold
1049,2019-09-10,sold
1050,2019-09-10,sold
1051,2019-09-10,sold
1052,2019-09-10,sold
1053,2019-09-10,sold
1054,2019-09-10,sold
1055,2019-09-10,sold
1056,2019-09-10,sold
1057,2019-09-11,sold
1058,2019-09-11,sold
1059,2019-09-11,sold
1060,2019-09-11,sold
1061,2019-09-11,sold
1062,2019-09-11,sold
1063,2019-09-11,sold
1064,2019-09-11,sold
1065,2019-09-11,sold
1066,2019-09-12,sold
1067,2019-09-12,sold
1068,2019-09-12,sold
1069,2019-09-12,sold
1070,2019-09-12,sold
1071,2019-09-12,defective
1072,2019-09-12,sold
1073,2019-09-12,sold
1074,2019-09-12,sold
1075,2019-09-13,sold
1076,2019-09-13,sold
1077,2019-09-13,sold
1078,2019-09-13,sold
1079,2019-09-13,sold
1080,2019-09-13,sold
1081,2019-09-13,sold
1082,2019-09-13,sold
1083,2019-09-13,sold
1084,2019-09-14,sold
1085,2019-09-14,sold
1086,2019-09-14,sold
1087,2019-09-14,sold
1088,2019-09-14,sold
1089,2019-09-14,sold
1090,2019-09-14,sold
1091,2019-09-14,sold
1092,2019-09-14,sold
1093,2019-09-15,sold
1094,2019-09-15,sold
1095,2019-09-15,sold
1096,2019-09-15,sold
1097,2019-09-15,sold
1098,2019-09-15,sold
1099,2019-09-15,sold
1100,2019-09-15,sold
1101,2019-09-15,sold
1102,2019-09-16,sold
1103,2019-09-16,sold
1104,2019-09-16,sold
1105,2019-09-16,sold
1106,2019-09-16,sold
1107,2019-09-16,sold
1108,2019-09-16,sold
1109,2019-09-16,sold
1110,2019-09-16,sold
1111,2019-09-17,sold
1112,2019-09-17,sold
1113,2019-09-17,sold
1114,2019-09-17,sold
1115,2019-09-17,sold
1116,2019-09-17,sold
1117,2019-09-17,sold
1118,2019-09-17,sold
1119,2019-09-17,sold
1120,2019-09-18,sold
1121,2019-09-18,sold
1122,2019-09-18,sold
1123,2019-09-18,sold
1124,2019-09-18,sold
1125,2019-09-18,sold
1126,2019-09-18,sold
1127,2019-09-18,sold
1128,2019-09-18,sold
1129,2019-09-19,sold
1130,2019-09-19,sold
1131,2019-09-19,sold
1132,2019-09-19,sold
1133,2019-09-19,sold
1134,2019-09-19,sold
1135,2019-09-19,sold
1136,2019-09-19,sold
1137,2019-09-19,sold
1138,2019-09-20,sold
1139,2019-09-20,sold
1140,2019-09-20,sold
1141,2019-09-20,sold
1142,2019-09-20,sold
1143,2019-09-20,sold
1144,2019-09-20,sold
1145,2019-09-20,sold
1146,2019-09-20,sold
1147,2019-09-21,sold
1148,2019-09-21,sold
1149,2019-09-21,sold
1150,2019-09-21,sold
1151,2019-09-21,sold
1152,2019-09-21,sold
